#['A']
9.747993188856342028e-01 2.119745127430793463e+00
7.944352845257789397e-01 2.182076461760893871e+00
3.284762575520570604e-01 1.262376311867596579e+00
8.697072100514583459e-01 2.162136431776973122e+00
7.236691366614135257e-01 2.199512743619046251e+00
3.891820678699458580e-01 1.482278860585871882e+00
1.258645962229003878e-01 1.167421289374744875e+00
1.154270404945691303e-01 1.159925037500551204e+00
7.270702506951699506e-01 2.199520239871118665e+00
4.049246611021335429e-01 1.529760119954695963e+00
7.685621538695944777e-01 2.184557721131096031e+00
6.497152910784176338e-01 2.149490254865127348e+00
2.434880316909114051e-01 1.212398800621285799e+00
8.767666396527505623e-03 1.102451274381424984e+00
6.187936773726111506e-01 2.072023988000639250e+00
6.633569608397967832e-01 2.179475262360064391e+00
9.750145198950636027e-01 2.119745127430793463e+00
3.273338646836540522e-02 1.109947526255618655e+00
3.379878392238842844e-02 1.109947526255618655e+00
2.539685762691213933e-01 1.212398800621285799e+00
4.661359135772584761e-01 1.714677661176924994e+00
4.587207927496092519e-01 1.699685157429456472e+00
4.273536762750884677e-01 1.607226386818150887e+00
2.615691218332485968e-01 1.212398800621745432e+00
3.097386683979420630e-01 1.239887556245015565e+00
3.195091827869110390e-01 1.254880059993402908e+00
5.764845243603275993e-01 1.942083958019819923e+00
4.488093228199698803e-01 1.662203898060325979e+00
4.339831251750460583e-01 1.627218890565504061e+00
8.262950885679848367e-01 2.169602698643146255e+00
2.811727603152979760e-01 1.234887556244326223e+00
5.898043098993422939e-01 2.012053973010076380e+00
4.515635628507068677e-01 1.677196401808024095e+00
7.213651741600560774e-01 2.194512743619276396e+00
8.548418852474161111e-01 2.164632683650936862e+00
1.355313083571305366e-01 1.174917541249168362e+00
6.758264188676521567e-01 2.194475262359489864e+00
1.303081265264703914e-01 1.174917541248938546e+00
4.165588468502339214e-01 1.579737631196948211e+00
1.002309418752026643e-02 1.102451274381424984e+00
4.569143632668448696e-01 1.692188905555607414e+00
5.033606795257694611e-01 1.804640179914304809e+00
1.863095474363381798e-01 1.204902548746402902e+00
8.442531962939359147e-01 2.167113943021024447e+00
4.891670770416796099e-01 1.769655172419597911e+00
5.507395338714953237e-01 1.897106446777300004e+00
7.487189536410603086e-02 1.124940030004465630e+00
8.525001692936354791e-01 2.172121439272828525e+00
2.867421417517783122e-01 1.234887556244785856e+00
2.227788778136838010e-01 1.212398800620826167e+00
5.104691521701598678e-01 1.817136431787809148e+00
7.712704085179811209e-01 2.184557721131096031e+00
5.045903898173629276e-01 1.804640179914304809e+00
