#['A']
9.747993188856342028e-01 2.128599420599798009e+00
7.944352845257789397e-01 2.238848489763584748e+00
3.284762575520570604e-01 1.356253845612651387e+00
8.697072100514583459e-01 2.199188831460194837e+00
7.236691366614135257e-01 2.251969595771169175e+00
3.891820678699458580e-01 1.515502799560055847e+00
1.258645962229003878e-01 1.266950286950130788e+00
1.154270404945691303e-01 1.256768057021274476e+00
7.270702506951699506e-01 2.250107684279444520e+00
4.049246611021335429e-01 1.577769713047939781e+00
7.685621538695944777e-01 2.257046680241261427e+00
6.497152910784176338e-01 2.213645156395362523e+00
2.434880316909114051e-01 1.315350192218832426e+00
8.767666396527505623e-03 1.163225534026875785e+00
6.187936773726111506e-01 2.150049198096886549e+00
6.633569608397967832e-01 2.257912368822151183e+00
9.750145198950636027e-01 2.128599420599798009e+00
3.273338646836540522e-02 1.189136683671847772e+00
3.379878392238842844e-02 1.189136683671847772e+00
2.539685762691213933e-01 1.322846444093026097e+00
4.661359135772584761e-01 1.796891404194139730e+00
4.587207927496092519e-01 1.773848462534333814e+00
4.273536762750884677e-01 1.701034859259842325e+00
2.615691218332485968e-01 1.328028674021882738e+00
3.097386683979420630e-01 1.356253845611961939e+00
3.195091827869110390e-01 1.356253845612191755e+00
5.764845243603275993e-01 2.058828795188301086e+00
4.488093228199698803e-01 1.758301772748453784e+00
4.339831251750460583e-01 1.711399319117095752e+00
8.262950885679848367e-01 2.223836426186462933e+00
2.811727603152979760e-01 1.328028674022112554e+00
5.898043098993422939e-01 2.092286933556296802e+00
4.515635628507068677e-01 1.768666232605706989e+00
7.213651741600560774e-01 2.251153025460073565e+00
8.548418852474161111e-01 2.206180433139858454e+00
1.355313083571305366e-01 1.266950286950590199e+00
6.758264188676521567e-01 2.258500168263712471e+00
1.303081265264703914e-01 1.266950286950360605e+00
4.165588468502339214e-01 1.652080767956481511e+00
1.002309418752026643e-02 1.163225534026875785e+00
4.569143632668448696e-01 1.773848462534333814e+00
5.033606795257694611e-01 1.925601164606510318e+00
1.863095474363381798e-01 1.289993228611812981e+00
8.442531962939359147e-01 2.207179233379810590e+00
4.891670770416796099e-01 1.863706207227875167e+00
5.507395338714953237e-01 1.976399442069886270e+00
7.487189536410603086e-02 1.212179625333529964e+00
8.525001692936354791e-01 2.206180433139858454e+00
2.867421417517783122e-01 1.328028674022342148e+00
2.227788778136838010e-01 1.315350192218143199e+00
5.104691521701598678e-01 1.937725460370459452e+00
7.712704085179811209e-01 2.255549228607249823e+00
5.045903898173629276e-01 1.933097416480244801e+00
7.065840130116416429e-01 2.251817416827205154e+00
7.352282725573537625e-02 1.212179625333529964e+00
3.023465755464042615e-01 1.356253845611732345e+00
7.534163889576763751e-01 2.262893301537058477e+00
5.482894633616327423e-02 1.189136683672307182e+00
1.378613294326564431e-01 1.266950286950590199e+00
2.954988952739925900e-02 1.189136683671847772e+00
1.006087341497955978e-01 1.233725115360511104e+00
3.602058404594761232e-01 1.422514462609047570e+00
1.733060377556590870e-01 1.272132516879906472e+00
3.436715288894738318e-01 1.368932327415012251e+00
4.179707185736424302e-01 1.652080767956481511e+00
9.752393617028245476e-01 2.128599420599798009e+00
3.619780535028858659e-01 1.432878922466300997e+00
7.215370338349189616e-01 2.251969595771169175e+00
5.578677105099494327e-01 1.998334011652677100e+00
8.749718799746379894e-01 2.194694979106326826e+00
9.632485185389109139e-01 2.136089673673521983e+00
6.872597256350211348e-01 2.256474014250633431e+00
3.588821235165949308e-01 1.422514462609047570e+00
1.462000992203206784e-01 1.272132516879446840e+00
9.227480562005725417e-01 2.157745360035430604e+00
8.728812151649552042e-01 2.196692579586230654e+00
4.064814927303523340e-01 1.595630424778927470e+00
3.045942468954649929e-01 1.356253845611732345e+00
9.474475299618626556e-01 2.146576327467101919e+00
1.845268368344529508e-01 1.289993228611812981e+00
8.486870748495479733e-01 2.206180433139858454e+00
5.173033230107239311e-02 1.189136683672307182e+00
8.142516922729982065e-01 2.231323684356522730e+00
9.708669263875673305e-01 2.133093272953666020e+00
6.977634434595044732e-01 2.245991852812549538e+00
8.708364807052594303e-01 2.199188831460194837e+00
2.023849399842377328e-01 1.295175458540669400e+00
5.152125496609178956e-01 1.940039482315566666e+00
1.609696725824118768e-01 1.272132516879676656e+00
9.449929562005068284e-01 2.146576327467101919e+00
8.281490037906764634e-01 2.223836426186462933e+00
7.160822944142642976e-01 2.257325061924977838e+00
7.881674430164045120e-01 2.247516778102453205e+00
9.606621297512263347e-01 2.140583526027389993e+00
6.868131183621964952e-01 2.256474014250633431e+00
1.275530735803877824e-01 1.266950286950130788e+00
6.515063849438559318e-01 2.235453030693992371e+00
8.354385022627619506e-01 2.214169337607642341e+00
9.801526761040769697e-01 2.126601820119893738e+00
5.057683389211796721e-01 1.933097416480244801e+00
5.068629235558937962e-01 1.933097416480244801e+00
1.760544860730452188e-01 1.284810998682726746e+00
8.828175598126326573e-01 2.191698578386470420e+00
7.845718398894727663e-01 2.249695111059381247e+00
9.546159229788461209e-01 2.144578726987198092e+00
3.045647264728219006e-01 1.356253845611732345e+00
4.428563503576601335e-01 1.740441061017121482e+00
1.010056897715388702e-01 1.233725115360740920e+00
1.288586016170570336e-02 1.163225534026875785e+00
2.501847927377093272e-01 1.315350192218832426e+00
7.682541094656939462e-01 2.257046680241261427e+00
8.318591561334304219e-01 2.219660492749630176e+00
3.868985918886994058e-01 1.515502799560055847e+00
3.200896286954275083e-01 1.356253845612191755e+00
